CITY_STATE,CITY,STATE,POPULATION,CITY_RANK,ZIPCODE
"Detroit, MI",Detroit,MI,633218,26,48202
"Detroit, MI",Detroit,MI,633218,26,48203
"Detroit, MI",Detroit,MI,633218,26,48204
"Detroit, MI",Detroit,MI,633218,26,48205
"Detroit, MI",Detroit,MI,633218,26,48206
"Detroit, MI",Detroit,MI,633218,26,48207
"Detroit, MI",Detroit,MI,633218,26,48208
"Detroit, MI",Detroit,MI,633218,26,48209
"Detroit, MI",Detroit,MI,633218,26,48210
"Detroit, MI",Detroit,MI,633218,26,48211
"Detroit, MI",Detroit,MI,633218,26,48212
"Detroit, MI",Detroit,MI,633218,26,48213
"Detroit, MI",Detroit,MI,633218,26,48214
"Detroit, MI",Detroit,MI,633218,26,48215
"Detroit, MI",Detroit,MI,633218,26,48216
"Detroit, MI",Detroit,MI,633218,26,48217
"Detroit, MI",Detroit,MI,633218,26,48219
"Detroit, MI",Detroit,MI,633218,26,48221
"Detroit, MI",Detroit,MI,633218,26,48223
"Detroit, MI",Detroit,MI,633218,26,48224
"Detroit, MI",Detroit,MI,633218,26,48226
"Detroit, MI",Detroit,MI,633218,26,48227
"Detroit, MI",Detroit,MI,633218,26,48228
"Detroit, MI",Detroit,MI,633218,26,48233
"Detroit, MI",Detroit,MI,633218,26,48234
"Detroit, MI",Detroit,MI,633218,26,48235
"Detroit, MI",Detroit,MI,633218,26,48238
"Detroit, MI",Detroit,MI,633218,26,48243
"Portland, OR",Portland,OR,630498,27,97201
"Portland, OR",Portland,OR,630498,27,97202
"Portland, OR",Portland,OR,630498,27,97203
"Portland, OR",Portland,OR,630498,27,97204
"Portland, OR",Portland,OR,630498,27,97205
"Portland, OR",Portland,OR,630498,27,97206
"Portland, OR",Portland,OR,630498,27,97208
"Portland, OR",Portland,OR,630498,27,97209
"Portland, OR",Portland,OR,630498,27,97210
"Portland, OR",Portland,OR,630498,27,97211
"Portland, OR",Portland,OR,630498,27,97212
"Portland, OR",Portland,OR,630498,27,97213
"Portland, OR",Portland,OR,630498,27,97214
"Portland, OR",Portland,OR,630498,27,97215
"Portland, OR",Portland,OR,630498,27,97216
"Portland, OR",Portland,OR,630498,27,97217
"Portland, OR",Portland,OR,630498,27,97218
"Portland, OR",Portland,OR,630498,27,97219
"Portland, OR",Portland,OR,630498,27,97227
"Portland, OR",Portland,OR,630498,27,97230
"Portland, OR",Portland,OR,630498,27,97232
"Portland, OR",Portland,OR,630498,27,97233
"Portland, OR",Portland,OR,630498,27,97236
"Portland, OR",Portland,OR,630498,27,97239
"Portland, OR",Portland,OR,630498,27,97258
"Portland, OR",Portland,OR,630498,27,97266
"Louisville, KY",Louisville,KY,622981,28,40041
"Louisville, KY",Louisville,KY,622981,28,40202
"Louisville, KY",Louisville,KY,622981,28,40203
"Louisville, KY",Louisville,KY,622981,28,40204
"Louisville, KY",Louisville,KY,622981,28,40205
"Louisville, KY",Louisville,KY,622981,28,40206
"Louisville, KY",Louisville,KY,622981,28,40208
"Louisville, KY",Louisville,KY,622981,28,40209
"Louisville, KY",Louisville,KY,622981,28,40210
"Louisville, KY",Louisville,KY,622981,28,40211
"Louisville, KY",Louisville,KY,622981,28,40212
"Louisville, KY",Louisville,KY,622981,28,40213
"Louisville, KY",Louisville,KY,622981,28,40214
"Louisville, KY",Louisville,KY,622981,28,40215
"Louisville, KY",Louisville,KY,622981,28,40217
"Louisville, KY",Louisville,KY,622981,28,40220
"Louisville, KY",Louisville,KY,622981,28,40221
"Louisville, KY",Louisville,KY,622981,28,40231
"Louisville, KY",Louisville,KY,622981,28,40280
"Memphis, TN",Memphis,TN,618639,29,38016
"Memphis, TN",Memphis,TN,618639,29,38018
"Memphis, TN",Memphis,TN,618639,29,38103
"Memphis, TN",Memphis,TN,618639,29,38104
"Memphis, TN",Memphis,TN,618639,29,38105
"Memphis, TN",Memphis,TN,618639,29,38106
"Memphis, TN",Memphis,TN,618639,29,38107
"Memphis, TN",Memphis,TN,618639,29,38108
"Memphis, TN",Memphis,TN,618639,29,38109
"Memphis, TN",Memphis,TN,618639,29,38111
"Memphis, TN",Memphis,TN,618639,29,38112
"Memphis, TN",Memphis,TN,618639,29,38113
"Memphis, TN",Memphis,TN,618639,29,38114
"Memphis, TN",Memphis,TN,618639,29,38115
"Memphis, TN",Memphis,TN,618639,29,38116
"Memphis, TN",Memphis,TN,618639,29,38117
"Memphis, TN",Memphis,TN,618639,29,38118
"Memphis, TN",Memphis,TN,618639,29,38119
"Memphis, TN",Memphis,TN,618639,29,38120
"Memphis, TN",Memphis,TN,618639,29,38122
"Memphis, TN",Memphis,TN,618639,29,38126
"Memphis, TN",Memphis,TN,618639,29,38128
"Memphis, TN",Memphis,TN,618639,29,38131
"Memphis, TN",Memphis,TN,618639,29,38132
"Memphis, TN",Memphis,TN,618639,29,38134
"Memphis, TN",Memphis,TN,618639,29,38141
"Memphis, TN",Memphis,TN,618639,29,38152
"Baltimore, MD",Baltimore,MD,565239,30,21201
"Baltimore, MD",Baltimore,MD,565239,30,21202
"Baltimore, MD",Baltimore,MD,565239,30,21205
"Baltimore, MD",Baltimore,MD,565239,30,21206
"Baltimore, MD",Baltimore,MD,565239,30,21210
"Baltimore, MD",Baltimore,MD,565239,30,21211
"Baltimore, MD",Baltimore,MD,565239,30,21212
"Baltimore, MD",Baltimore,MD,565239,30,21213
"Baltimore, MD",Baltimore,MD,565239,30,21214
"Baltimore, MD",Baltimore,MD,565239,30,21215
"Baltimore, MD",Baltimore,MD,565239,30,21216
"Baltimore, MD",Baltimore,MD,565239,30,21217
"Baltimore, MD",Baltimore,MD,565239,30,21218
"Baltimore, MD",Baltimore,MD,565239,30,21223
"Baltimore, MD",Baltimore,MD,565239,30,21224
"Baltimore, MD",Baltimore,MD,565239,30,21226
"Baltimore, MD",Baltimore,MD,565239,30,21229
"Baltimore, MD",Baltimore,MD,565239,30,21230
"Baltimore, MD",Baltimore,MD,565239,30,21231
"Baltimore, MD",Baltimore,MD,565239,30,21233
"Baltimore, MD",Baltimore,MD,565239,30,21239
"Baltimore, MD",Baltimore,MD,565239,30,21251
"Baltimore, MD",Baltimore,MD,565239,30,21287
"Milwaukee, WI",Milwaukee,WI,561385,31,53202
"Milwaukee, WI",Milwaukee,WI,561385,31,53203
"Milwaukee, WI",Milwaukee,WI,561385,31,53204
"Milwaukee, WI",Milwaukee,WI,561385,31,53205
"Milwaukee, WI",Milwaukee,WI,561385,31,53206
"Milwaukee, WI",Milwaukee,WI,561385,31,53207
"Milwaukee, WI",Milwaukee,WI,561385,31,53208
"Milwaukee, WI",Milwaukee,WI,561385,31,53209
"Milwaukee, WI",Milwaukee,WI,561385,31,53210
"Milwaukee, WI",Milwaukee,WI,561385,31,53212
"Milwaukee, WI",Milwaukee,WI,561385,31,53215
"Milwaukee, WI",Milwaukee,WI,561385,31,53216
"Milwaukee, WI",Milwaukee,WI,561385,31,53218
"Milwaukee, WI",Milwaukee,WI,561385,31,53219
"Milwaukee, WI",Milwaukee,WI,561385,31,53221
"Milwaukee, WI",Milwaukee,WI,561385,31,53222
"Milwaukee, WI",Milwaukee,WI,561385,31,53223
"Milwaukee, WI",Milwaukee,WI,561385,31,53224
"Milwaukee, WI",Milwaukee,WI,561385,31,53225
"Milwaukee, WI",Milwaukee,WI,561385,31,53233
"Milwaukee, WI",Milwaukee,WI,561385,31,53295
"Albuquerque, NM",Albuquerque,NM,560274,32,87101
"Albuquerque, NM",Albuquerque,NM,560274,32,87102
"Albuquerque, NM",Albuquerque,NM,560274,32,87104
"Albuquerque, NM",Albuquerque,NM,560274,32,87106
"Albuquerque, NM",Albuquerque,NM,560274,32,87107
"Albuquerque, NM",Albuquerque,NM,560274,32,87108
"Albuquerque, NM",Albuquerque,NM,560274,32,87109
"Albuquerque, NM",Albuquerque,NM,560274,32,87110
"Albuquerque, NM",Albuquerque,NM,560274,32,87111
"Albuquerque, NM",Albuquerque,NM,560274,32,87112
"Albuquerque, NM",Albuquerque,NM,560274,32,87113
"Albuquerque, NM",Albuquerque,NM,560274,32,87120
"Tucson, AZ",Tucson,AZ,547239,33,85701
"Tucson, AZ",Tucson,AZ,547239,33,85705
"Tucson, AZ",Tucson,AZ,547239,33,85706
"Tucson, AZ",Tucson,AZ,547239,33,85707
"Tucson, AZ",Tucson,AZ,547239,33,85708
"Tucson, AZ",Tucson,AZ,547239,33,85709
"Tucson, AZ",Tucson,AZ,547239,33,85710
"Tucson, AZ",Tucson,AZ,547239,33,85711
"Tucson, AZ",Tucson,AZ,547239,33,85712
"Tucson, AZ",Tucson,AZ,547239,33,85713
"Tucson, AZ",Tucson,AZ,547239,33,85714
"Tucson, AZ",Tucson,AZ,547239,33,85715
"Tucson, AZ",Tucson,AZ,547239,33,85716
"Tucson, AZ",Tucson,AZ,547239,33,85719
"Tucson, AZ",Tucson,AZ,547239,33,85721
"Tucson, AZ",Tucson,AZ,547239,33,85723
"Tucson, AZ",Tucson,AZ,547239,33,85724
"Tucson, AZ",Tucson,AZ,547239,33,85726
"Tucson, AZ",Tucson,AZ,547239,33,85734
"Tucson, AZ",Tucson,AZ,547239,33,85747
"Tucson, AZ",Tucson,AZ,547239,33,85756
"Fresno, CA",Fresno,CA,545716,34,93650
"Fresno, CA",Fresno,CA,545716,34,93701
"Fresno, CA",Fresno,CA,545716,34,93702
"Fresno, CA",Fresno,CA,545716,34,93705
"Fresno, CA",Fresno,CA,545716,34,93710
"Fresno, CA",Fresno,CA,545716,34,93711
"Fresno, CA",Fresno,CA,545716,34,93720
"Fresno, CA",Fresno,CA,545716,34,93721
"Fresno, CA",Fresno,CA,545716,34,93722
"Fresno, CA",Fresno,CA,545716,34,93726
"Fresno, CA",Fresno,CA,545716,34,93728
"Fresno, CA",Fresno,CA,545716,34,93730
"Fresno, CA",Fresno,CA,545716,34,93740
"Fresno, CA",Fresno,CA,545716,34,93741
"Sacramento, CA",Sacramento,CA,526384,35,95811
"Sacramento, CA",Sacramento,CA,526384,35,95814
"Sacramento, CA",Sacramento,CA,526384,35,95815
"Sacramento, CA",Sacramento,CA,526384,35,95816
"Sacramento, CA",Sacramento,CA,526384,35,95817
"Sacramento, CA",Sacramento,CA,526384,35,95818
"Sacramento, CA",Sacramento,CA,526384,35,95819
"Sacramento, CA",Sacramento,CA,526384,35,95820
"Sacramento, CA",Sacramento,CA,526384,35,95822
"Sacramento, CA",Sacramento,CA,526384,35,95823
"Sacramento, CA",Sacramento,CA,526384,35,95824
"Sacramento, CA",Sacramento,CA,526384,35,95831
"Sacramento, CA",Sacramento,CA,526384,35,95833
"Sacramento, CA",Sacramento,CA,526384,35,95834
"Sacramento, CA",Sacramento,CA,526384,35,95835
"Sacramento, CA",Sacramento,CA,526384,35,95838
"Mesa, AZ",Mesa,AZ,511648,36,85201
"Mesa, AZ",Mesa,AZ,511648,36,85202
"Mesa, AZ",Mesa,AZ,511648,36,85203
"Mesa, AZ",Mesa,AZ,511648,36,85204
"Mesa, AZ",Mesa,AZ,511648,36,85205
"Mesa, AZ",Mesa,AZ,511648,36,85206
"Mesa, AZ",Mesa,AZ,511648,36,85207
"Mesa, AZ",Mesa,AZ,511648,36,85209
"Mesa, AZ",Mesa,AZ,511648,36,85210
"Mesa, AZ",Mesa,AZ,511648,36,85212
"Mesa, AZ",Mesa,AZ,511648,36,85213
"Atlanta, GA",Atlanta,GA,510823,37,30303
"Atlanta, GA",Atlanta,GA,510823,37,30305
"Atlanta, GA",Atlanta,GA,510823,37,30306
"Atlanta, GA",Atlanta,GA,510823,37,30307
"Atlanta, GA",Atlanta,GA,510823,37,30308
"Atlanta, GA",Atlanta,GA,510823,37,30309
"Atlanta, GA",Atlanta,GA,510823,37,30310
"Atlanta, GA",Atlanta,GA,510823,37,30311
"Atlanta, GA",Atlanta,GA,510823,37,30312
"Atlanta, GA",Atlanta,GA,510823,37,30313
"Atlanta, GA",Atlanta,GA,510823,37,30314
"Atlanta, GA",Atlanta,GA,510823,37,30315
"Atlanta, GA",Atlanta,GA,510823,37,30317
"Atlanta, GA",Atlanta,GA,510823,37,30318
"Atlanta, GA",Atlanta,GA,510823,37,30322
"Atlanta, GA",Atlanta,GA,510823,37,30324
"Atlanta, GA",Atlanta,GA,510823,37,30326
"Atlanta, GA",Atlanta,GA,510823,37,30327
"Atlanta, GA",Atlanta,GA,510823,37,30331
"Atlanta, GA",Atlanta,GA,510823,37,30332
"Atlanta, GA",Atlanta,GA,510823,37,30334
"Atlanta, GA",Atlanta,GA,510823,37,30354
"Atlanta, GA",Atlanta,GA,510823,37,30363
"Kansas City, MO",Kansas City,MO,510704,38,64101
"Kansas City, MO",Kansas City,MO,510704,38,64102
"Kansas City, MO",Kansas City,MO,510704,38,64105
"Kansas City, MO",Kansas City,MO,510704,38,64106
"Kansas City, MO",Kansas City,MO,510704,38,64108
"Kansas City, MO",Kansas City,MO,510704,38,64109
"Kansas City, MO",Kansas City,MO,510704,38,64110
"Kansas City, MO",Kansas City,MO,510704,38,64111
"Kansas City, MO",Kansas City,MO,510704,38,64112
"Kansas City, MO",Kansas City,MO,510704,38,64113
"Kansas City, MO",Kansas City,MO,510704,38,64114
"Kansas City, MO",Kansas City,MO,510704,38,64117
"Kansas City, MO",Kansas City,MO,510704,38,64119
"Kansas City, MO",Kansas City,MO,510704,38,64120
"Kansas City, MO",Kansas City,MO,510704,38,64123
"Kansas City, MO",Kansas City,MO,510704,38,64124
"Kansas City, MO",Kansas City,MO,510704,38,64125
"Kansas City, MO",Kansas City,MO,510704,38,64126
"Kansas City, MO",Kansas City,MO,510704,38,64127
"Kansas City, MO",Kansas City,MO,510704,38,64128
"Kansas City, MO",Kansas City,MO,510704,38,64129
"Kansas City, MO",Kansas City,MO,510704,38,64130
"Kansas City, MO",Kansas City,MO,510704,38,64131
"Kansas City, MO",Kansas City,MO,510704,38,64132
"Kansas City, MO",Kansas City,MO,510704,38,64134
"Kansas City, MO",Kansas City,MO,510704,38,64136
"Kansas City, MO",Kansas City,MO,510704,38,64137
"Kansas City, MO",Kansas City,MO,510704,38,64139
"Kansas City, MO",Kansas City,MO,510704,38,64145
"Kansas City, MO",Kansas City,MO,510704,38,64146
"Kansas City, MO",Kansas City,MO,510704,38,64147
"Kansas City, MO",Kansas City,MO,510704,38,64149
"Kansas City, MO",Kansas City,MO,510704,38,64151
"Kansas City, MO",Kansas City,MO,510704,38,64153
"Kansas City, MO",Kansas City,MO,510704,38,64154
"Kansas City, MO",Kansas City,MO,510704,38,64155
"Kansas City, MO",Kansas City,MO,510704,38,64156
"Kansas City, MO",Kansas City,MO,510704,38,64157
"Kansas City, MO",Kansas City,MO,510704,38,64158
"Kansas City, MO",Kansas City,MO,510704,38,64161
"Kansas City, MO",Kansas City,MO,510704,38,64163
"Kansas City, MO",Kansas City,MO,510704,38,64164
"Kansas City, MO",Kansas City,MO,510704,38,64165
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80903
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80904
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80905
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80907
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80909
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80910
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80914
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80916
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80917
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80918
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80919
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80920
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80922
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80923
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80924
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80925
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80927
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80938
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80939
"Colorado Springs, CO",Colorado Springs,CO,488664,39,80951
"Omaha, NE",Omaha,NE,483335,40,68102
"Omaha, NE",Omaha,NE,483335,40,68104
"Omaha, NE",Omaha,NE,483335,40,68105
"Omaha, NE",Omaha,NE,483335,40,68106
"Omaha, NE",Omaha,NE,483335,40,68107
"Omaha, NE",Omaha,NE,483335,40,68108
"Omaha, NE",Omaha,NE,483335,40,68111
"Omaha, NE",Omaha,NE,483335,40,68114
"Omaha, NE",Omaha,NE,483335,40,68116
"Omaha, NE",Omaha,NE,483335,40,68117
"Omaha, NE",Omaha,NE,483335,40,68118
"Omaha, NE",Omaha,NE,483335,40,68122
"Omaha, NE",Omaha,NE,483335,40,68124
"Omaha, NE",Omaha,NE,483335,40,68127
"Omaha, NE",Omaha,NE,483335,40,68130
"Omaha, NE",Omaha,NE,483335,40,68131
"Omaha, NE",Omaha,NE,483335,40,68132
"Omaha, NE",Omaha,NE,483335,40,68134
"Omaha, NE",Omaha,NE,483335,40,68135
"Omaha, NE",Omaha,NE,483335,40,68137
"Omaha, NE",Omaha,NE,483335,40,68144
"Omaha, NE",Omaha,NE,483335,40,68154
"Omaha, NE",Omaha,NE,483335,40,68164
"Omaha, NE",Omaha,NE,483335,40,68178
"Omaha, NE",Omaha,NE,483335,40,68182
"Omaha, NE",Omaha,NE,483335,40,68183
"Raleigh, NC",Raleigh,NC,482295,41,27601
"Raleigh, NC",Raleigh,NC,482295,41,27604
"Raleigh, NC",Raleigh,NC,482295,41,27605
"Raleigh, NC",Raleigh,NC,482295,41,27607
"Raleigh, NC",Raleigh,NC,482295,41,27608
"Raleigh, NC",Raleigh,NC,482295,41,27609
"Raleigh, NC",Raleigh,NC,482295,41,27612
"Raleigh, NC",Raleigh,NC,482295,41,27616
"Raleigh, NC",Raleigh,NC,482295,41,27695
"Raleigh, NC",Raleigh,NC,482295,41,27697
"Miami, FL",Miami,FL,455924,42,33101
"Miami, FL",Miami,FL,455924,42,33125
"Miami, FL",Miami,FL,455924,42,33127
"Miami, FL",Miami,FL,455924,42,33128
"Miami, FL",Miami,FL,455924,42,33129
"Miami, FL",Miami,FL,455924,42,33130
"Miami, FL",Miami,FL,455924,42,33131
"Miami, FL",Miami,FL,455924,42,33132
"Miami, FL",Miami,FL,455924,42,33133
"Miami, FL",Miami,FL,455924,42,33135
"Miami, FL",Miami,FL,455924,42,33136
"Miami, FL",Miami,FL,455924,42,33137
"Miami, FL",Miami,FL,455924,42,33138
"Miami, FL",Miami,FL,455924,42,33144
"Miami, FL",Miami,FL,455924,42,33145
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23451
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23452
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23453
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23454
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23455
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23456
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23457
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23459
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23460
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23461
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23462
"Virginia Beach, VA",Virginia Beach,VA,453649,43,23464
"Long Beach, CA",Long Beach,CA,449468,44,90802
"Long Beach, CA",Long Beach,CA,449468,44,90803
"Long Beach, CA",Long Beach,CA,449468,44,90804
"Long Beach, CA",Long Beach,CA,449468,44,90805
"Long Beach, CA",Long Beach,CA,449468,44,90806
"Long Beach, CA",Long Beach,CA,449468,44,90807
"Long Beach, CA",Long Beach,CA,449468,44,90808
"Long Beach, CA",Long Beach,CA,449468,44,90810
"Long Beach, CA",Long Beach,CA,449468,44,90813
"Long Beach, CA",Long Beach,CA,449468,44,90814
"Long Beach, CA",Long Beach,CA,449468,44,90815
"Long Beach, CA",Long Beach,CA,449468,44,90822
"Long Beach, CA",Long Beach,CA,449468,44,90831
"Long Beach, CA",Long Beach,CA,449468,44,90840
"Oakland, CA",Oakland,CA,436504,45,94601
"Oakland, CA",Oakland,CA,436504,45,94602
"Oakland, CA",Oakland,CA,436504,45,94603
"Oakland, CA",Oakland,CA,436504,45,94605
"Oakland, CA",Oakland,CA,436504,45,94606
"Oakland, CA",Oakland,CA,436504,45,94607
"Oakland, CA",Oakland,CA,436504,45,94609
"Oakland, CA",Oakland,CA,436504,45,94610
"Oakland, CA",Oakland,CA,436504,45,94611
"Oakland, CA",Oakland,CA,436504,45,94612
"Oakland, CA",Oakland,CA,436504,45,94613
"Oakland, CA",Oakland,CA,436504,45,94618
"Oakland, CA",Oakland,CA,436504,45,94619
"Oakland, CA",Oakland,CA,436504,45,94621
"Oakland, CA",Oakland,CA,436504,45,94705
"Minneapolis, MN",Minneapolis,MN,425115,46,55401
"Minneapolis, MN",Minneapolis,MN,425115,46,55402
"Minneapolis, MN",Minneapolis,MN,425115,46,55403
"Minneapolis, MN",Minneapolis,MN,425115,46,55404
"Minneapolis, MN",Minneapolis,MN,425115,46,55405
"Minneapolis, MN",Minneapolis,MN,425115,46,55406
"Minneapolis, MN",Minneapolis,MN,425115,46,55407
"Minneapolis, MN",Minneapolis,MN,425115,46,55408
"Minneapolis, MN",Minneapolis,MN,425115,46,55409
"Minneapolis, MN",Minneapolis,MN,425115,46,55410
"Minneapolis, MN",Minneapolis,MN,425115,46,55411
"Minneapolis, MN",Minneapolis,MN,425115,46,55412
"Minneapolis, MN",Minneapolis,MN,425115,46,55413
"Minneapolis, MN",Minneapolis,MN,425115,46,55414
"Minneapolis, MN",Minneapolis,MN,425115,46,55415
"Minneapolis, MN",Minneapolis,MN,425115,46,55417
"Minneapolis, MN",Minneapolis,MN,425115,46,55418
"Minneapolis, MN",Minneapolis,MN,425115,46,55419
"Minneapolis, MN",Minneapolis,MN,425115,46,55454
"Minneapolis, MN",Minneapolis,MN,425115,46,55455
"Bakersfield, CA",Bakersfield,CA,413381,47,93301
"Bakersfield, CA",Bakersfield,CA,413381,47,93304
"Bakersfield, CA",Bakersfield,CA,413381,47,93309
"Tulsa, OK",Tulsa,OK,411894,48,74103
"Tulsa, OK",Tulsa,OK,411894,48,74104
"Tulsa, OK",Tulsa,OK,411894,48,74105
"Tulsa, OK",Tulsa,OK,411894,48,74106
"Tulsa, OK",Tulsa,OK,411894,48,74108
"Tulsa, OK",Tulsa,OK,411894,48,74110
"Tulsa, OK",Tulsa,OK,411894,48,74112
"Tulsa, OK",Tulsa,OK,411894,48,74114
"Tulsa, OK",Tulsa,OK,411894,48,74115
"Tulsa, OK",Tulsa,OK,411894,48,74116
"Tulsa, OK",Tulsa,OK,411894,48,74119
"Tulsa, OK",Tulsa,OK,411894,48,74120
"Tulsa, OK",Tulsa,OK,411894,48,74127
"Tulsa, OK",Tulsa,OK,411894,48,74128
"Tulsa, OK",Tulsa,OK,411894,48,74129
"Tulsa, OK",Tulsa,OK,411894,48,74132
"Tulsa, OK",Tulsa,OK,411894,48,74133
"Tulsa, OK",Tulsa,OK,411894,48,74134
"Tulsa, OK",Tulsa,OK,411894,48,74135
"Tulsa, OK",Tulsa,OK,411894,48,74136
"Tulsa, OK",Tulsa,OK,411894,48,74137
"Tulsa, OK",Tulsa,OK,411894,48,74145
"Tulsa, OK",Tulsa,OK,411894,48,74146
"Tulsa, OK",Tulsa,OK,411894,48,74171
"Tampa, FL",Tampa,FL,403364,49,33602
"Tampa, FL",Tampa,FL,403364,49,33603
"Tampa, FL",Tampa,FL,403364,49,33604
"Tampa, FL",Tampa,FL,403364,49,33605
"Tampa, FL",Tampa,FL,403364,49,33607
"Tampa, FL",Tampa,FL,403364,49,33609
"Tampa, FL",Tampa,FL,403364,49,33611
"Tampa, FL",Tampa,FL,403364,49,33612
"Tampa, FL",Tampa,FL,403364,49,33616
"Tampa, FL",Tampa,FL,403364,49,33620
"Tampa, FL",Tampa,FL,403364,49,33621
"Tampa, FL",Tampa,FL,403364,49,33629
"Arlington, TX",Arlington,TX,398431,50,76001
"Arlington, TX",Arlington,TX,398431,50,76002
"Arlington, TX",Arlington,TX,398431,50,76005
"Arlington, TX",Arlington,TX,398431,50,76006
"Arlington, TX",Arlington,TX,398431,50,76010
"Arlington, TX",Arlington,TX,398431,50,76011
"Arlington, TX",Arlington,TX,398431,50,76012
"Arlington, TX",Arlington,TX,398431,50,76014
"Arlington, TX",Arlington,TX,398431,50,76015
"Arlington, TX",Arlington,TX,398431,50,76016
"Arlington, TX",Arlington,TX,398431,50,76017
"Arlington, TX",Arlington,TX,398431,50,76018
"Wichita, KS",Wichita,KS,396119,51,67202
"Wichita, KS",Wichita,KS,396119,51,67203
"Wichita, KS",Wichita,KS,396119,51,67204
"Wichita, KS",Wichita,KS,396119,51,67205
"Wichita, KS",Wichita,KS,396119,51,67207
"Wichita, KS",Wichita,KS,396119,51,67208
"Wichita, KS",Wichita,KS,396119,51,67209
"Wichita, KS",Wichita,KS,396119,51,67211
"Wichita, KS",Wichita,KS,396119,51,67212
"Wichita, KS",Wichita,KS,396119,51,67213
"Wichita, KS",Wichita,KS,396119,51,67214
"Wichita, KS",Wichita,KS,396119,51,67216
"Wichita, KS",Wichita,KS,396119,51,67217
"Wichita, KS",Wichita,KS,396119,51,67218
"Wichita, KS",Wichita,KS,396119,51,67220
"Wichita, KS",Wichita,KS,396119,51,67226
"Wichita, KS",Wichita,KS,396119,51,67230
"Wichita, KS",Wichita,KS,396119,51,67235
"Wichita, KS",Wichita,KS,396119,51,67260
"Aurora, CO",Aurora,CO,395052,52,80010
"Aurora, CO",Aurora,CO,395052,52,80011
"Aurora, CO",Aurora,CO,395052,52,80012
"Aurora, CO",Aurora,CO,395052,52,80013
"Aurora, CO",Aurora,CO,395052,52,80014
"Aurora, CO",Aurora,CO,395052,52,80015
"Aurora, CO",Aurora,CO,395052,52,80016
"Aurora, CO",Aurora,CO,395052,52,80017
"Aurora, CO",Aurora,CO,395052,52,80018
"Aurora, CO",Aurora,CO,395052,52,80019
"Aurora, CO",Aurora,CO,395052,52,80045
"New Orleans, LA",New Orleans,LA,364136,53,70112
"New Orleans, LA",New Orleans,LA,364136,53,70113
"New Orleans, LA",New Orleans,LA,364136,53,70114
"New Orleans, LA",New Orleans,LA,364136,53,70115
"New Orleans, LA",New Orleans,LA,364136,53,70116
"New Orleans, LA",New Orleans,LA,364136,53,70117
"New Orleans, LA",New Orleans,LA,364136,53,70118
"New Orleans, LA",New Orleans,LA,364136,53,70119
"New Orleans, LA",New Orleans,LA,364136,53,70122
"New Orleans, LA",New Orleans,LA,364136,53,70124
"New Orleans, LA",New Orleans,LA,364136,53,70125
"New Orleans, LA",New Orleans,LA,364136,53,70126
"New Orleans, LA",New Orleans,LA,364136,53,70127
"New Orleans, LA",New Orleans,LA,364136,53,70128
"New Orleans, LA",New Orleans,LA,364136,53,70129
"New Orleans, LA",New Orleans,LA,364136,53,70130
"New Orleans, LA",New Orleans,LA,364136,53,70131
"New Orleans, LA",New Orleans,LA,364136,53,70139
"New Orleans, LA",New Orleans,LA,364136,53,70148
"New Orleans, LA",New Orleans,LA,364136,53,70163
"Cleveland, OH",Cleveland,OH,362656,54,44101
"Cleveland, OH",Cleveland,OH,362656,54,44102
"Cleveland, OH",Cleveland,OH,362656,54,44103
"Cleveland, OH",Cleveland,OH,362656,54,44104
"Cleveland, OH",Cleveland,OH,362656,54,44105
"Cleveland, OH",Cleveland,OH,362656,54,44106
"Cleveland, OH",Cleveland,OH,362656,54,44108
"Cleveland, OH",Cleveland,OH,362656,54,44109
"Cleveland, OH",Cleveland,OH,362656,54,44110
"Cleveland, OH",Cleveland,OH,362656,54,44111
