CSAFP,CBSAFP,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,cbsa_code,lifetime_apps_18plus_share_of_population
452,43940,43940,310M700US43940,"Spearfish, SD","Spearfish, SD Micro Area",M2,2,G3110,2072127356,667509,+44.3485137,-103.8063624,"POLYGON ((-618743.9343064737 2427194.8723148946, -598777.5421418106 2425498.923564675, -602397.2392362094 2386888.2697487776, -592759.1148148971 2386184.13152238, -593725.996550777 2373307.6375866304, -641583.6791916898 2377255.4765642392, -637634.7725678069 2425004.0269342386, -635101.2643448714 2426111.1199065074, -627922.3797918238 2425119.6057452643, -624147.3764173704 2426992.268896346, -622286.2100681578 2425446.6521363296, -618743.9343064737 2427194.8723148946))",43940,0.15639829983906245
517,43980,43980,310M700US43980,"Spencer, IA","Spencer, IA Micro Area",M2,2,G3110,1469139451,13866670,+43.0812244,-095.1498753,"POLYGON ((88185.94838902872 2213118.1657676296, 49676.73487640928 2212796.151518756, 49436.818681077486 2251366.736536119, 87758.58882784347 2251690.492953694, 88185.94838902872 2213118.1657676296))",43980,0.8420067098384958
517,44020,44020,310M700US44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",M2,2,G3110,985574543,60680641,+43.3896107,-095.1960572,"POLYGON ((87375.7787322755 2279129.4680881933, 87758.58882784347 2251690.492953694, 49436.818681077486 2251366.736536119, 49284.119125996345 2278719.245139842, 87375.7787322755 2279129.4680881933))",,1e-06
518,44060,44060,310M700US44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",M1,1,G3110,10984985435,206340854,+48.0916180,-117.6634720,"POLYGON ((-1634783.9106334122 2949984.4357772893, -1640365.3409488173 2948817.1924652383, -1644024.6888973855 2950978.9188481644, -1649338.4563155787 2947430.8100834284, -1651447.671706985 2948806.1590085668, -1657463.9586946233 2966694.740793014, -1660619.821144851 2967122.1540312846, -1668318.2431840966 2963512.536888538, -1666899.125168828 2971958.9936238234, -1669457.407148842 2978605.8266987843, -1665647.3788482905 2980463.385395489, -1659773.6039985402 2978053.646651282, -1658515.4579812496 2979760.766774522, -1656389.6263002402 2979447.2205998916, -1655981.3456497998 2987117.923590345, -1651420.979146756 2987794.1361260484, -1649518.804603156 2995044.6090918416, -1644078.4899100494 3000005.144903058, -1645360.2077600209 3006217.5369972796, -1644592.6957136656 3021371.71419751, -1640260.6015615033 3027746.0225754213, -1637530.0201547544 3027988.538634128, -1631765.2499611815 3040586.225282839, -1631180.1953778036 3052446.1768595916, -1629790.1514276338 3054622.344127511, -1632191.5153627656 3056678.51774889, -1633899.1248811854 3066648.6535248975, -1631724.6791173562 3070117.1602112735, -1632973.8078569418 3073106.567090019, -1630550.2002067592 3078236.488034827, -1631315.1676528226 3079522.0879987334, -1574246.9763941322 3066525.240520397, -1576175.1377888706 3058255.7383936937, -1581133.1246323907 3059393.998691344, -1583225.9374055786 3050148.706685487, -1587962.3226760074 3051214.721271336, -1590276.477944866 3041176.199266285, -1595039.4546967042 3042240.7243551794, -1597179.8311986446 3032940.0773076727, -1587790.0225538118 3030809.8512440547, -1600844.9961980751 2974894.803024571, -1596107.6306111133 2973803.6819985714, -1598218.0350978882 2964393.6701888847, -1569290.2378113638 2957621.763936173, -1588205.4081926432 2872901.4650459755, -1646318.909675751 2886341.471196911, -1631902.0831378375 2947124.5868954593, -1634783.9106334122 2949984.4357772893))",44060,0.23668916444304924
522,44100,44100,310M700US44100,"Springfield, IL","Springfield, IL Metro Area",M1,1,G3110,3062974172,25388184,+39.8286215,-089.6960672,"POLYGON ((534154.5678239629 1922777.6455802906, 537694.1533482418 1921684.3964621685, 540110.5681054266 1918878.1014137024, 540385.3018700478 1915517.2214310805, 542238.7128966185 1915657.1325882499, 543189.2317701064 1902662.2044813074, 551162.4270405514 1903273.8410378594, 551524.7176446904 1898403.90166284, 558163.7892972778 1898813.8733141066, 558275.4159205375 1897189.610436709, 574099.8876769035 1898170.7463928799, 574960.4347364877 1886574.462712195, 572226.1579330745 1887784.3642791247, 568007.2813524643 1881878.5830680355, 565937.7758559751 1880354.3133445026, 563416.7393146061 1880995.2225639499, 560428.8660777141 1877598.7972087725, 557778.9917698693 1879614.0450051385, 558395.9304756875 1870858.52847801, 553825.8539433002 1870573.2440861065, 554195.3663535077 1865754.873385634, 549394.5509860505 1865459.5893041338, 550410.0243095091 1852437.6703746824, 517065.2611856531 1849954.977252843, 509463.053790223 1879035.7715830733, 507042.67685803893 1915204.7155625573, 509236.72163376806 1919179.166911307, 511018.11261097493 1917854.8229909935, 517169.38406670705 1919052.436276264, 522553.29817715636 1917582.8667834355, 532126.2503140926 1920402.377743158, 534154.5678239629 1922777.6455802906))",,1e-06
521,44140,44140,310M700US44140,"Springfield, MA","Springfield, MA Metro Area",M1,1,G3110,1598035447,44416565,+42.1361975,-072.6356476,"POLYGON ((1941816.9348270982 2359392.2759645022, 1892211.7344749286 2347546.36526817, 1892242.7620875023 2343739.9796865266, 1888376.9318573966 2342133.2820473346, 1887582.4642739254 2346437.995935051, 1868383.4913604336 2342043.9486528467, 1864064.9760102448 2353460.571390185, 1867071.8169462543 2353676.5089934855, 1865305.0447956817 2372700.3459981466, 1868158.916293149 2377006.477431027, 1873915.8919079949 2377137.4313337333, 1876090.9884906223 2369931.0814002976, 1874275.580341676 2366456.5237113796, 1878079.7716294706 2364785.3781021433, 1878589.278038068 2367682.1453185314, 1881984.559230512 2369047.866477458, 1883796.5099210197 2368559.888915872, 1885784.7713733825 2364778.9368520887, 1893724.2582201427 2364876.7058611386, 1892627.2521167088 2368024.4854301596, 1894931.7718726648 2370292.254294361, 1896788.9015547738 2377506.012568444, 1898411.977761405 2375775.352332929, 1897440.1643354197 2371373.1808845033, 1899777.2982130777 2369784.9953994397, 1914902.2993031596 2375800.805863384, 1916843.0937035433 2370973.0613675467, 1919702.5714809287 2372169.5274614687, 1918689.8991276005 2373897.5395195647, 1920122.1385528573 2375644.942514835, 1929050.6626145998 2380949.121756277, 1927356.3956536928 2373427.2307660943, 1933324.9675201387 2371474.6800449667, 1938216.415359265 2373660.270855362, 1941816.9348270982 2359392.2759645022))",,1e-06
,44180,44180,310M700US44180,"Springfield, MO","Springfield, MO Metro Area",M1,1,G3110,7788023691,35512307,+37.3608699,-093.1802617,"POLYGON ((245217.27702561006 1644343.69983669, 245339.24198032526 1655727.841504961, 273859.5253943472 1655670.0485929463, 275552.8900396383 1609551.9342067477, 290164.7924437066 1609776.819742618, 291854.6723443657 1563358.779793502, 272702.97744421696 1563116.174000606, 273121.87419071567 1533817.3171719762, 234869.08006803828 1533570.5031575907, 234724.68286891445 1553203.4902051154, 210682.24619312643 1552935.9182333543, 210319.04816273294 1584948.0506005897, 208495.78399188444 1584961.5918490037, 208635.8487784489 1636504.844893697, 206631.73837011776 1636515.9894550543, 206740.14239290854 1646287.4416174882, 211555.26205616468 1646252.0684489924, 211518.78438376624 1644603.1497723807, 245217.27702561006 1644343.69983669))",44180,0.196311697703851
212,44220,44220,310M700US44220,"Springfield, OH","Springfield, OH Metro Area",M1,1,G3110,1025322040,14608568,+39.9170315,-083.7836760,"POLYGON ((1053228.581771428 1957467.4369455625, 1050565.608243286 1929765.0750761325, 1037676.0943260579 1929517.6306721692, 1029980.8222890466 1930361.616602957, 1029800.4369205532 1933148.0110446895, 1010363.1083582636 1933838.3417800404, 1009184.3535711007 1955089.048314932, 1053228.581771428 1957467.4369455625))",,1e-06
523,44260,44260,310M700US44260,"Starkville, MS","Starkville, MS Micro Area",M2,2,G3110,2277628045,14930945,+33.5146172,-089.0775079,"POLYGON ((636978.0963274696 1185997.1348471737, 621183.2063511051 1183239.2941021884, 610937.7752203902 1175998.65296077, 599071.6229543355 1175101.710868415, 597014.7877486079 1204295.6409776346, 625947.0785050056 1206361.6138424338, 625828.7052126665 1208194.9489810034, 640254.1757653755 1209334.914703283, 640980.2608774105 1197530.4180681757, 642571.5688070733 1197849.4429311957, 643165.4625439225 1189688.066990225, 675053.2125439431 1192431.7864691485, 677672.7186458637 1161472.9989278468, 639001.5721560626 1158466.8369353453, 636978.0963274696 1185997.1348471737))",44260,0.3922866542470966
524,44300,44300,310M700US44300,"State College, PA","State College, PA Metro Area",M1,1,G3110,2867787635,11295681,+40.9093218,-077.8476670,"POLYGON ((1548438.9080593837 2134162.1030345852, 1522854.5413920076 2114019.1300340407, 1521911.8122829872 2115296.905942861, 1517979.9497430786 2113630.0952067506, 1512832.8764692496 2115377.7176305666, 1504118.4409407948 2107767.4164505526, 1487600.2134431337 2110475.5640788483, 1468782.5296476164 2105795.0392634445, 1467234.2961241975 2107693.257618981, 1472406.9952113917 2119663.523082992, 1475677.3536370457 2121143.365118555, 1476745.995477128 2127663.300798206, 1481479.7945108 2131930.557224823, 1480042.8497138084 2133834.3092806973, 1482275.8645503041 2132896.9621015885, 1482758.4800891643 2135092.228501121, 1484385.3296620375 2132539.3853557156, 1487539.512796411 2134795.5098522133, 1485659.9703870693 2136328.520724577, 1486053.3272718147 2138816.205524432, 1488359.063008166 2140471.0721563674, 1485800.9338236195 2142923.078578153, 1487520.160655424 2143966.1109265573, 1487085.5041218635 2145507.3810257204, 1484400.5023221509 2145792.435675164, 1481448.6558147187 2151630.322956928, 1484696.000397545 2153110.521146184, 1486717.9246684574 2157142.14242104, 1489604.9387498256 2156585.3205243894, 1491732.6842562337 2160478.950513171, 1490993.5853278511 2163898.648051835, 1491755.486754546 2165362.6080697505, 1493732.5895057856 2164926.3636786514, 1496007.4412669048 2170190.401770537, 1497661.5978573132 2161873.0292300363, 1506454.7478164977 2163599.252388577, 1507237.804991153 2159757.8416613843, 1508087.7287466633 2160434.2921845764, 1511510.4042812265 2156497.052014607, 1518272.482098568 2158109.9146037353, 1526932.0258714766 2154934.8381291204, 1526396.2070068081 2152675.5244871806, 1534080.226798589 2144562.974633532, 1547364.7045999193 2149958.954614831, 1562123.988106486 2159438.9521038737, 1548438.9080593837 2134162.1030345852))",44300,0.13585446462519377
496,44340,44340,310M700US44340,"Statesboro, GA","Statesboro, GA Micro Area",M2,2,G3110,2224425428,43127586,+32.3517039,-081.7750355,"POLYGON ((1300228.3842820986 1147576.785048544, 1301768.0420715197 1155483.8518253085, 1316430.567154718 1162922.7487487162, 1319424.749156916 1162328.759328287, 1320119.1838742294 1160514.652106548, 1331565.7229541626 1153122.216370114, 1340606.5151552747 1150106.8714326501, 1342400.806426816 1150957.1931395298, 1346790.0460692646 1148198.3199272472, 1348435.1920103044 1138470.4824072106, 1353798.7899447107 1132563.80561246, 1355946.524456612 1132327.917754155, 1360360.621917717 1123435.0939821438, 1329622.3312687033 1108429.9583842028, 1332712.519665189 1103515.3327541233, 1336512.5188761197 1102350.9204944617, 1333200.8789310253 1097178.7971489516, 1321337.1023575587 1095677.488959875, 1312359.0768128557 1097843.1630509822, 1304926.2684187605 1118979.9690758288, 1310716.4006542426 1119384.0159753726, 1312566.9407632882 1135504.149565898, 1306541.2883603906 1140757.3629310396, 1306119.9301096909 1145572.7686579362, 1300228.3842820986 1147576.785048544))",44340,0.3763514918390685
277,44420,44420,310M700US44420,"Staunton-Stuarts Draft, VA","Staunton-Stuarts Draft, VA Metro Area",M1,1,G3110,2595074275,10049475,+38.1609584,-079.1276321,"POLYGON ((1470464.4703751723 1830369.0891296978, 1474275.9370579359 1829953.2025007543, 1488072.1647107082 1821417.6187885217, 1486387.9203151548 1812008.4410576443, 1487911.8972641528 1807042.511112386, 1481043.395668754 1799847.713508045, 1479020.0055548376 1794762.4091121415, 1480501.9661751846 1793635.877942488, 1480471.879266888 1790649.5172807814, 1476976.9741749447 1789058.683285503, 1472728.358537568 1781601.1195629386, 1469165.4824590273 1782005.434449887, 1467099.9917749343 1784675.3017678405, 1459485.2879228883 1780278.8012793488, 1426722.200394117 1797735.1062285972, 1430221.0977689405 1806072.640499343, 1426069.0373063388 1806142.5603575183, 1422163.5845290248 1803654.9953691545, 1425412.031987922 1811315.7093617495, 1429091.9678627895 1811904.8178394926, 1431000.2007381374 1815309.919106242, 1430792.7679113133 1820979.1888946567, 1434883.0778700307 1831212.020528472, 1436895.3240713638 1832261.770790891, 1435365.3776080378 1834656.6423379031, 1438383.2918182558 1836526.0651812912, 1442200.5045475173 1843988.5993713876, 1470464.4703751723 1830369.0891296978))",44420,0.009013592382122562
,44460,44460,310M700US44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",M2,2,G3110,18402546622,35635155,+40.5718455,-107.8253524,"POLYGON ((-1085516.0456055307 2073717.55585849, -904011.6839799713 2050988.1234059418, -903586.7309104401 2049539.9859736003, -905670.9721518563 2047838.9317608655, -904550.6557081037 2042317.060584698, -902195.1873086259 2042829.0191243968, -901338.6590766507 2039083.1010155908, -897900.1503785123 2039185.2575358204, -895744.0704668436 2037324.2556410169, -895857.9025852568 2035200.6545678305, -891229.1648117229 2036364.7923715531, -889086.0137869308 2031986.6657063328, -890133.710487641 2029746.954954964, -887973.9166188388 2027607.1056660945, -888367.7851100571 2025186.0242532757, -891442.4597738686 2022399.9668345982, -892117.5961222922 2015105.9581728175, -893903.7819989669 2013771.695008193, -893738.910564849 2009848.3330843989, -896320.1262932153 2006484.5655164446, -895947.3621611451 1999795.5283716612, -893442.8239546377 1994088.126987537, -894863.1638019655 1990328.7221012136, -893843.0628779216 1987467.1362300604, -895303.307938355 1975477.546796139, -893581.3743919479 1975283.563117691, -898391.1144214297 1928145.9321555663, -932679.4811155164 1932097.8330882983, -929033.5566265188 1966241.771772827, -1097522.457720759 1987403.265254805, -1085516.0456055307 2073717.55585849))",44460,0.0656272193169346
,44500,44500,310M700US44500,"Stephenville, TX","Stephenville, TX Micro Area",M2,2,G3110,2805419712,17166727,+32.2366689,-098.2205446,"POLYGON ((-231831.27424627938 1028132.32861884, -231256.10850994993 1051980.5853836525, -193274.44750311656 1050914.8073460313, -175174.19750195445 1003231.0574337344, -207876.89033686335 985006.9068258372, -211742.05502721912 992075.4621346635, -219022.10011457955 987919.5381339851, -239106.3026327674 1024126.5607534093, -231831.27424627938 1028132.32861884))",44500,0.3568943572337717
,44540,44540,310M700US44540,"Sterling, CO","Sterling, CO Micro Area",M2,2,G3110,4761949508,16363553,+40.7280911,-103.0904639,"POLYGON ((-560088.7540517019 1955749.187956196, -627254.0357395008 1960512.7793306338, -626642.7541401858 1970229.7847685523, -636242.1803136893 1971006.0462278547, -631301.5664329185 2024352.5280076426, -554719.5502449957 2018678.4930973183, -560088.7540517019 1955749.187956196))",44540,0.16542193472508085
221,44580,44580,310M700US44580,"Sterling, IL","Sterling, IL Micro Area",M2,2,G3110,1771808920,31883751,+41.7506733,-089.9110045,"POLYGON ((526630.7785714897 2082125.2116361656, 480877.8699038503 2079146.4422928507, 482486.7836509715 2080497.5965447063, 481457.4328950878 2085404.1123873391, 482477.4592041269 2085899.3438818245, 476050.5485364397 2089494.287482095, 474559.0631222941 2098983.2388744196, 474838.2553268661 2101019.7000485, 479648.8831524813 2104015.240323546, 481280.09926747804 2117773.380347828, 524257.6342748534 2120666.50084611, 526630.7785714897 2082125.2116361656))",,1e-06
554,44620,44620,310M700US44620,"Stevens Point-Plover, WI","Stevens Point-Plover, WI Micro Area",M2,2,G3110,2074252978,56835086,+44.4762457,-089.4980699,"POLYGON ((535658.8494305162 2429356.0221293443, 539050.3657847234 2380678.8164194426, 499303.10095686285 2378424.1132551595, 497208.9353200667 2407713.4598942064, 487881.59208671324 2407137.3796610823, 486600.8243740087 2426412.7454663827, 535658.8494305162 2429356.0221293443))",44620,0.1855935504632217
,44660,44660,310M700US44660,"Stillwater, OK","Stillwater, OK Micro Area",M2,2,G3110,1773885849,31991880,+36.0792253,-096.9752553,"POLYGON ((-55401.81292725184 1432375.271973532, -101974.40017055576 1432853.6337654316, -101940.0198347834 1434764.7248454418, -106628.83823586069 1432871.354482414, -110311.8930065962 1436049.8035953643, -114172.34409042269 1436569.0565357823, -116889.74810864708 1440773.0553114736, -120973.73933575867 1437912.1602851495, -120719.28047484485 1457411.996935141, -101690.00076891088 1457180.0142354178, -101599.48763642879 1466946.379795675, -72927.24328603111 1466655.521805212, -73015.0821698702 1456845.7115532025, -55401.588977763146 1456829.0372201651, -55401.81292725184 1432375.271973532))",44660,0.27673930355462245
488,44700,44700,310M700US44700,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area",M1,1,G3110,3605878834,89000661,+37.9349815,-121.2722440,"POLYGON ((-2173164.7790716835 1919399.6453389241, -2173912.3022222966 1917554.2031557, -2175467.8785545537 1918916.2426862265, -2177603.0020161397 1918059.1583762437, -2178776.596326085 1915981.9520100127, -2204529.824531071 1901968.3373020256, -2205741.4344203756 1907324.5326240682, -2209870.81575868 1910522.1186815214, -2201775.254434422 1940030.7222042433, -2198842.104572698 1943140.946725954, -2202331.7559090913 1945347.0115544721, -2198507.4028305835 1951672.7960500247, -2197972.1472381763 1961308.1785905105, -2195832.5456238836 1961745.0713334293, -2196369.4782939088 1964861.9225482787, -2197505.652341965 1964463.1847321999, -2195399.3762732716 1970671.03618792, -2193851.8052099925 1971059.0637771655, -2194969.1489527626 1973553.7769768522, -2190037.497464961 1975839.6627806083, -2188115.4946003174 1980396.7884859873, -2181415.694510148 1986050.5723346036, -2178019.1867556125 1984535.806410524, -2176251.4266229356 1980869.8092594312, -2171706.2635874767 1979717.9116481573, -2164640.846072599 1980586.1144401631, -2161079.1030480023 1978698.5473361062, -2156582.8262883523 1978737.08503687, -2146470.111239724 1981076.769236868, -2143052.4799216213 1980308.1465307958, -2141110.2728144256 1953921.4095902964, -2150471.7676845645 1917083.1884283994, -2153289.562590146 1917842.7168358827, -2155952.6129915975 1921180.8270815313, -2160332.671491179 1919832.9383795848, -2161591.121792393 1921490.5597368889, -2165351.794192644 1920498.8116150396, -2166328.0284578307 1921797.1051441666, -2167420.751297042 1920005.0542858064, -2170762.6266567325 1920466.1518197025, -2172315.8963955236 1918457.2978536, -2173164.7790716835 1919399.6453389241))",44700,0.44824173714105653
,44740,44740,310M700US44740,"Storm Lake, IA","Storm Lake, IA Micro Area",M2,2,G3110,1488981877,13798140,+42.7415219,-095.1414324,"POLYGON ((49676.73487640928 2212796.151518756, 88185.94838902872 2213118.1657676296, 88583.63350025828 2174074.0650684442, 49941.255808597256 2173889.126428815, 49676.73487640928 2212796.151518756))",,1e-06
310,44780,44780,310M700US44780,"Sturgis, MI","Sturgis, MI Micro Area",M2,2,G3110,1296649452,52802551,+41.9114878,-085.5228695,"POLYGON ((882049.9044566402 2133794.199912304, 841104.1500282057 2129178.6130063534, 843182.490788995 2133875.0171873267, 839702.7430504698 2163937.687750499, 878011.4413465533 2168426.5976041066, 882049.9044566402 2133794.199912304))",44780,0.0856964853484575
206,44860,44860,310M700US44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",M2,2,G3110,1987637219,65631763,+33.1489673,-095.5654337,"POLYGON ((64206.31401438011 1099350.5040433577, 31090.488449418153 1098933.2053826977, 30865.700078023747 1101066.16346694, 12770.837851786919 1101023.3389245197, 12800.933628857949 1127785.0197027118, 19746.982595319867 1131668.1512220108, 22377.22486007486 1136460.6969978602, 32369.04819813796 1137962.1648141823, 38194.456047224376 1143420.6320224174, 42569.98280160919 1143645.6451485758, 44908.115032934256 1142059.850427238, 50265.53940402853 1144568.5631535545, 60556.61991812588 1143723.1865979438, 63903.40087938121 1145633.4885664782, 64206.31401438011 1099350.5040433577))",44860,0.201858824327533
174,44900,44900,310M700US44900,"Summerville, GA","Summerville, GA Micro Area",M2,2,G3110,811512397,570806,+34.4741785,-085.3452894,"POLYGON ((970340.5472341597 1309243.7939745602, 967529.5492938731 1301035.5694049313, 960729.626530273 1300308.2509298697, 951105.2810802107 1333249.6429582585, 989055.9003398665 1337398.6004356148, 984398.5592604768 1319812.7875285456, 970340.5472341597 1309243.7939745602))",,1e-06
192,44940,44940,310M700US44940,"Sumter, SC","Sumter, SC Metro Area",M1,1,G3110,1722544866,44046815,+33.9161395,-080.3823757,"POLYGON ((1439341.6958656174 1310411.2426869022, 1428508.698062914 1306565.2614527529, 1429928.7582329118 1300881.1932215982, 1426143.7075945523 1299840.3203748378, 1425980.2807605092 1302804.4953479841, 1424327.156202997 1302443.2861553458, 1424296.5872120245 1299720.1480241318, 1422079.476260774 1299438.5066330873, 1418324.218506097 1290855.843161889, 1415088.2114946195 1292681.9994172293, 1415131.165417039 1294235.6904366887, 1412534.257862179 1294471.8937078621, 1407935.6624855867 1299813.200471007, 1410108.0294111166 1305643.7295775125, 1405528.0113022856 1312395.9280929998, 1406499.2115048117 1316993.4037376456, 1404315.2898175372 1319518.028106424, 1405109.0658617187 1325098.2881666042, 1403515.4410898031 1324960.131005601, 1401722.5488242488 1328224.5126169624, 1405267.3321315015 1331905.2619197841, 1404287.625428625 1335440.0504420034, 1401864.866704965 1336205.9274357455, 1402710.0581595309 1337872.8275464363, 1401124.3375015485 1337663.4439155436, 1402214.311133708 1340857.3798917225, 1405908.5692599656 1340458.1104408305, 1413718.6161256214 1349528.1052103057, 1414605.6982627695 1343321.9231208726, 1422023.197261917 1341006.5669458783, 1430127.6708166131 1341982.0598799295, 1432787.4279327246 1338044.511953012, 1435430.1298864079 1337769.0892987752, 1437696.7035960862 1333530.239004084, 1443065.739757183 1335853.7921790746, 1444761.5847358399 1330141.4896455926, 1453671.676622074 1337981.204124528, 1457601.6564222965 1338717.7402022276, 1458574.200411997 1341306.592030442, 1459222.058046125 1343428.9017175059, 1459259.144063887 1343477.037810205, 1468846.4856540451 1339919.2764784468, 1470031.2157602126 1338508.762675977, 1445494.987701276 1317458.5855618925, 1439341.6958656174 1310411.2426869022))",44940,0.33485873458018306
146,44980,44980,310M700US44980,"Sunbury, PA","Sunbury, PA Micro Area",M2,2,G3110,1522937224,55812859,+40.8855143,-076.7126486,"POLYGON ((1611830.5813004281 2163310.2944659614, 1615487.5573248055 2160575.797094426, 1616148.0497261344 2151999.32207229, 1618148.5739594556 2152209.435820819, 1619620.6728968732 2146117.249728916, 1626809.4023297175 2148602.350167248, 1630692.3236763692 2142773.5756591763, 1606966.7954593643 2124125.9557830216, 1598896.7031072963 2121522.8786356156, 1598560.4716064422 2119921.354279645, 1590401.3837746903 2114786.349848439, 1588688.2239924553 2115509.416349999, 1587344.4850048567 2116987.9908084576, 1592705.4586054138 2127616.188681551, 1591455.7837198048 2138504.8146164655, 1594085.3456952502 2146961.560320493, 1588718.739768702 2150099.893590121, 1585221.6348209176 2155481.9365278212, 1585533.0362914796 2164838.793876317, 1580830.8573875495 2171573.9477612996, 1580600.6411926392 2175685.0565052386, 1588048.3021265366 2179712.765995728, 1600734.231208339 2180035.262674831, 1604596.6584883316 2170319.9146408853, 1608828.7201714544 2170053.09528318, 1611830.5813004281 2163310.2944659614))",,1e-06
,45000,45000,310M700US45000,"Susanville, CA","Susanville, CA Micro Area",M2,2,G3110,11762090640,462950977,+40.7152866,-120.6212225,"POLYGON ((-2083418.1479055271 2298910.735324311, -1976277.365848537 2270470.8413421055, -2009765.8591416574 2140031.314753322, -2017282.8387238914 2111973.1317958813, -2018873.4267340796 2110798.5280504604, -2029712.6120885704 2113482.470167699, -2028856.0585238482 2116588.3914350257, -2027316.0907165823 2116160.030567999, -2025074.1931185066 2119007.53177669, -2020100.411337022 2134452.243483941, -2020035.0379556352 2137811.956958128, -2023713.4631082872 2142141.1730414866, -2023995.7911803045 2147388.552846973, -2025530.0034440667 2147802.122610955, -2024167.864553771 2155845.4005606994, -2027220.172841999 2156617.377737915, -2026587.4730619185 2159008.9866699097, -2036813.0352081056 2164188.060602054, -2038741.541951609 2169319.7358722696, -2040895.929224995 2170744.8750110604, -2040760.9317470386 2174057.033865079, -2043086.5366996154 2174674.8543087137, -2044135.611151843 2179950.497727688, -2049084.0758124902 2182978.5612217006, -2048472.0726657314 2185323.698305235, -2052209.6621987417 2186345.8456710665, -2053971.1165474537 2189356.606483024, -2062869.8773610904 2192692.2625506027, -2065919.8269160152 2191783.449619982, -2066548.345985225 2189234.811985469, -2069830.8680888053 2189300.468666667, -2070271.8765445335 2187729.1009844225, -2073765.5536324906 2186980.098849869, -2074986.8475828962 2182412.507290877, -2079836.6002727188 2182842.3495016047, -2080432.0922385405 2186352.1958639203, -2085115.0934981296 2187631.413191647, -2084723.3056042604 2189146.306064566, -2087789.9045195729 2189956.0088070906, -2087156.9777284393 2192300.835204439, -2088784.8388326075 2192733.561953313, -2083226.9489353488 2213293.722624662, -2104882.6835672576 2219037.66881536, -2083418.1479055271 2298910.735324311))",45000,0.17159634623749456
101,45020,45020,310M700US45020,"Sweetwater, TX","Sweetwater, TX Micro Area",M2,2,G3110,2362061769,5052159,+32.3123379,-100.4181078,"POLYGON ((-435250.48521762947 1061012.4206177946, -387285.48159186635 1058507.0438927922, -389929.53863895097 1009508.8078635002, -438098.0414147722 1012053.8641792207, -435250.48521762947 1061012.4206177946))",45020,0.18058796080261316
532,45060,45060,310M700US45060,"Syracuse, NY","Syracuse, NY Metro Area",M1,1,G3110,6176767440,1020639402,+43.0065163,-076.1961336,"POLYGON ((1591394.2135374446 2469503.2737734346, 1611541.285656212 2471747.6991024497, 1618058.8728323327 2448223.823293819, 1613166.6642604095 2448670.2829164327, 1611207.1589754766 2430142.145513853, 1613222.3370786002 2429919.064296008, 1615378.5522093377 2411683.4189579515, 1617251.1878562262 2411111.0393881514, 1623500.2741469585 2415465.9407655625, 1625948.2490872724 2414234.353699152, 1628236.7446832063 2415095.099436758, 1629855.2441475398 2412690.5783452336, 1634643.4128203902 2411111.2943586903, 1636899.0472415718 2407132.3569129133, 1640138.04477624 2406282.133358724, 1640963.974665471 2403489.6114089256, 1644404.9702816769 2404487.167194509, 1647718.613298966 2393115.445440199, 1655507.2298344704 2394973.076152602, 1657736.2127905092 2387481.6490415214, 1672546.8505307185 2391700.748422754, 1674404.2987677956 2382193.6770715, 1671825.8888971081 2376948.199299199, 1625069.4146863457 2364433.025832792, 1622997.212359501 2371659.7547718063, 1593331.4936997779 2363099.0935475556, 1584985.5260020408 2370273.576254473, 1577611.2596021944 2368309.8233991223, 1572974.0338176696 2385666.4639632963, 1570707.4724298185 2385039.909961542, 1568010.1495591218 2395061.872427459, 1570028.6856333679 2396310.5839417144, 1565833.4470374985 2412737.1648090994, 1556103.1291113643 2410366.4469234115, 1542804.716362202 2458897.735239003, 1592541.46920289 2465312.6733964994, 1591394.2135374446 2469503.2737734346))",45060,0.19919997857427077
,45140,45140,310M700US45140,"Tahlequah, OK","Tahlequah, OK Micro Area",M2,2,G3110,1940229542,69660639,+35.9043668,-094.9967964,"POLYGON ((64119.751440181295 1428885.2594878965, 65399.97312307932 1431355.6533226194, 64512.01371092194 1435099.2501686916, 68401.97084398622 1438038.7132568378, 70691.2099877177 1447405.559573506, 78685.0085632523 1447450.4184414977, 78583.56677225379 1457202.8618221304, 107206.68814944045 1457519.1929236262, 107019.07750714556 1398937.8079831968, 78344.51541213128 1398653.3466213462, 78170.11663570098 1418129.773444761, 65764.63665348601 1418082.0902209072, 69118.42258499807 1423797.3401316474, 64119.751440181295 1428885.2594878965))",45140,0.170010395010395
